Age,City,County,State,Sex,Race / Ethnicity
36.0,Fort Lauderdale,Broward,Florida,Male,White / Caucasian
40.0,Brooklyn,Brookings,New York,Male,White / Caucasian
25.0,New Orleans,Orleans,Louisiana,Male,Black / African American
18.0,Chicago,McCook,Illinois,Female,White / Caucasian
35.0,Wisconsin Dells,Yakima,Arizona,Male,"Hispanic / Latino, Uncertain"
69.0,Quincy,Norfolk,Massachusetts,Female,White / Caucasian
79.0,Cambridge,Middlesex,Massachusetts,Female,White / Caucasian
30.0,Brooklyn,Brookings,New York,Male,White / Caucasian
22.0,Arizona,Yakima,Arizona,Female,Hispanic / Latino
79.0,Brockton,Plymouth,Massachusetts,Male,White / Caucasian
50.0,Newark,Essex,New Jersey,Male,Black / African American
55.0,Philadelphia,Philadelphia,Pennsylvania,Male,"White / Caucasian, Hispanic / Latino"
38.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
20.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
18.0,Gila Bend,Maricopa,Arizona,Male,Uncertain
60.0,Detroit,Wayne,Michigan,Male,Black / African American
40.0,Detroit,Wayne,Michigan,Male,Black / African American
40.0,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino"
11.0,Wisconsin Dells,Yakima,Arizona,Female,Hispanic / Latino
43.0,San Francisco,San Francisco,California,Male,White / Caucasian
47.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
26.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
49.0,Boston,Suffolk,Massachusetts,Male,Black / African American
18.0,Arkansas City,Jackson,Missouri,Unsure,Uncertain
40.0,East Point,Fulton,Georgia,Male,Black / African American
60.0,Braintree,Norfolk,Massachusetts,Female,White / Caucasian
35.0,Tupelo,Pinal,Arizona,Male,Hispanic / Latino
40.0,Detroit,Wayne,Michigan,Male,Black / African American
57.0,Leominster,Worcester,Massachusetts,Male,White / Caucasian
30.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
55.0,Detroit,Wayne,Michigan,Male,Black / African American
14.0,Chicago,McCook,Illinois,Male,"Hispanic / Latino, Asian, American Indian / Alaska Native"
35.0,Queens,Queens,New York,Male,Hispanic / Latino
80.0,Glen Ellyn,Essex,Massachusetts,Male,White / Caucasian
25.0,Nogales,Santa Cruz,Arizona,Male,Hispanic / Latino
50.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
18.0,Oklahoma City,Oklahoma,Oklahoma,Male,Uncertain
18.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Tampa,Hillsborough,Florida,Male,White / Caucasian
50.0,Pensacola,Escambia,Florida,Female,Black / African American
20.0,Oklahoma City,Oklahoma,Oklahoma,Male,Uncertain
43.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
16.0,Tampa,Hillsborough,Florida,Male,Uncertain
63.0,Leominster,Worcester,Massachusetts,Male,White / Caucasian
45.0,York,York,New York,Female,Asian
72.0,Brookline,Middlesex,Massachusetts,Male,Black / African American
15.0,Detroit,Wayne,Michigan,Male,"White / Caucasian, Hispanic / Latino"
18.0,Queens,Queens,New York,Male,Uncertain
20.0,San Diego,San Diego,California,Male,Uncertain
20.0,Boca Raton,Palm Beach,Florida,Male,White / Caucasian
49.0,Tucson,Yakima,Arizona,Male,White / Caucasian
18.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
40.0,Dayton,Montgomery,Ohio,Male,Black / African American
60.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
40.0,Las Vegas,Clark,Nevada,Male,"White / Caucasian, Hispanic / Latino"
26.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
55.0,Fairfax,Fairfax,Virginia,Male,White / Caucasian
44.0,Fort Lee,Bergen,New Jersey,Male,White / Caucasian
0.0,Carson City,Los Angeles,California,Male,Uncertain
44.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
0.0,Norfolk,Norfolk,Virginia,Female,Black / African American
50.0,Queens,Queens,New York,Male,White / Caucasian
18.0,Tupelo,Pinal,Arizona,Male,Hispanic / Latino
40.0,Washington,District of Columbia,District of Columbia,Female,Black / African American
40.0,York,York,New York,Male,Black / African American
26.0,Saranac Lake,Yakima,Arizona,Male,Hispanic / Latino
1.0,Alhambra,Los Angeles,California,Female,"White / Caucasian, Hispanic / Latino"
16.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
69.0,Brighton,Suffolk,Massachusetts,Female,White / Caucasian
30.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
83.0,Durham,Worcester,Massachusetts,Male,White / Caucasian
35.0,Baltimore,Baltimore,Maryland,Male,Black / African American
30.0,Brooklyn,Brookings,New York,Male,Hispanic / Latino
18.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
40.0,York,York,New York,Male,White / Caucasian
16.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
50.0,North Little Rock,Pulaski,Arkansas,Male,Black / African American
50.0,York,York,New York,Male,Black / African American
40.0,Washington,District of Columbia,District of Columbia,Male,Black / African American
19.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Houston,Harris,Texas,Male,Asian
18.0,Atlantic City,Atlantic,New Jersey,Unsure,Uncertain
25.0,Canyon,Orange,California,Female,"White / Caucasian, Hispanic / Latino"
20.0,Ormond Beach,Volusia,Florida,Male,White / Caucasian
18.0,Brooklyn,Blair,Illinois,Female,White / Caucasian
55.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
50.0,Atlanta,Fulton,Georgia,Male,Uncertain
20.0,Ventura,Ventura,California,Male,White / Caucasian
18.0,San Francisco,San Francisco,California,Female,White / Caucasian
25.0,Cleveland,Volusia,Florida,Male,White / Caucasian
30.0,San Antonio,Bexar,Texas,Female,White / Caucasian
55.0,Santa Monica,Los Angeles,California,Male,"Hispanic / Latino, American Indian / Alaska Native"
40.0,Henderson,Clark,Nevada,Male,White / Caucasian
18.0,Lewiston,Hendry,Florida,Male,"White / Caucasian, Hispanic / Latino"
17.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
25.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
25.0,Blairsville,Pittsylvania,Virginia,Male,"White / Caucasian, Hispanic / Latino, Asian"
20.0,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino"
18.0,Winter Haven,Imperial,California,Male,Uncertain
30.0,Zion,Broward,Florida,Male,Uncertain
20.0,Palm Beach,Palm Beach,Florida,Female,Black / African American
20.0,Palm Beach,Palm Beach,Florida,Male,Black / African American
17.0,Brooklyn,Brookings,New York,Male,Hispanic / Latino
40.0,Houston,Harris,Texas,Male,White / Caucasian
39.0,Long Beach,Los Angeles,California,Male,White / Caucasian
50.0,Mesquite,Dallas,Texas,Male,Other
15.0,Falls Church,Fairfax,Virginia,Male,Hispanic / Latino
20.0,Key West,Monroe,Florida,Male,Hispanic / Latino
45.0,Bartlesville,Bartow,Georgia,Male,"Hispanic / Latino, Asian"
50.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
35.0,York,York,New York,Male,White / Caucasian
60.0,Chicago,McCook,Illinois,Female,White / Caucasian
35.0,Pasadena,Harris,Texas,Male,White / Caucasian
18.0,Port Lavaca,Santa Cruz,Arizona,Male,Uncertain
40.0,Brooklyn,Brookings,New York,Unsure,White / Caucasian
18.0,Mansfield,Pinal,Arizona,Female,Hispanic / Latino
60.0,Chicago,McCook,Illinois,Female,White / Caucasian
18.0,Elizabeth,Union,New Jersey,Male,Other
30.0,York,York,New York,Male,Black / African American
50.0,York,York,New York,Male,White / Caucasian
54.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
50.0,Houston,Harris,Texas,Male,White / Caucasian
40.0,Long Beach,Los Angeles,California,Male,White / Caucasian
45.0,Brunswick,Middlesex,New Jersey,Male,"White / Caucasian, Hispanic / Latino"
3.0,Eugene,Blaine,Oregon,Unsure,Uncertain
18.0,Florence,Natchitoches,Louisiana,Male,Black / African American
50.0,York,York,New York,Male,Black / African American
45.0,Antioch,Contra Costa,California,Male,White / Caucasian
30.0,Chicago,McCook,Illinois,Male,White / Caucasian
25.0,Worcester,Suffolk,Massachusetts,Female,Other
19.0,Dallas,Dallas,Texas,Male,Black / African American
35.0,York,York,New York,Male,White / Caucasian
50.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
83.0,Bedford,Middlesex,Massachusetts,Male,White / Caucasian
30.0,Washington,District of Columbia,District of Columbia,Male,Black / African American
75.0,Washington,District of Columbia,District of Columbia,Male,Black / African American
25.0,West Palm Beach,Palm Beach,Florida,Male,White / Caucasian
16.0,Dallas,Dallas,Texas,Male,White / Caucasian
30.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
55.0,Tampa,Hillsborough,Florida,Male,Uncertain
50.0,Baltimore,Baltimore,Maryland,Male,Black / African American
62.0,Salem,Essex,Massachusetts,Male,White / Caucasian
55.0,New Orleans,Orleans,Louisiana,Female,Black / African American
19.0,Staunton,Orange,California,Female,Uncertain
18.0,Brooklyn,Brookings,New York,Female,Uncertain
26.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
53.0,Inglewood,Los Angeles,California,Male,White / Caucasian
40.0,Brooklyn,Brookings,New York,Male,Black / African American
30.0,Arcadia,Los Angeles,California,Unsure,Asian
19.0,Gila Bend,Maricopa,Arizona,Male,White / Caucasian
14.0,Fairbanks,Fairbanks North Star,Alaska,Female,American Indian / Alaska Native
20.0,Brooklyn,Brookings,New York,Male,Uncertain
20.0,Huntsville,Dakota,Minnesota,Male,"White / Caucasian, Hispanic / Latino"
20.0,Quincy,Adams,Illinois,Male,White / Caucasian
16.0,Petaluma,Montezuma,Arizona,Female,Hispanic / Latino
32.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
35.0,Mansfield,Pinal,Arizona,Male,Hispanic / Latino
18.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
40.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
30.0,Houston,Harris,Texas,Male,Black / African American
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
35.0,Chicago,McCook,Illinois,Male,Black / African American
50.0,Baltimore,Baltimore,Maryland,Male,Uncertain
53.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
18.0,Zion,Yakima,Arizona,Female,Hispanic / Latino
22.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
19.0,Brooklyn,Anne Arundel,Maryland,Female,White / Caucasian
14.0,Zion,Yakima,Arizona,Female,Hispanic / Latino
26.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
23.0,Deming,Luna,New Mexico,Female,"Hispanic / Latino, American Indian / Alaska Native"
35.0,Detroit,Wayne,Michigan,Female,White / Caucasian
25.0,Escondido,San Diego,California,Male,Hispanic / Latino
45.0,Chicago,McCook,Illinois,Male,Black / African American
40.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
14.0,Mansfield,Pinal,Arizona,Male,Hispanic / Latino
50.0,Modesto,Stanislaus,California,Male,Uncertain
28.0,Tucson,Yakima,Arizona,Female,Hispanic / Latino
20.0,North Las Vegas,Clark,Nevada,Male,White / Caucasian
20.0,Deming,Luna,New Mexico,Female,"White / Caucasian, Hispanic / Latino"
25.0,Houston,Harris,Texas,Female,Black / African American
50.0,York,York,New York,Male,Uncertain
25.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
40.0,Brooklyn,Brookings,New York,Male,Black / African American
24.0,Denison,Cochise,Arizona,Male,Hispanic / Latino
30.0,Trenton,Mercer,New Jersey,Male,"Black / African American, Hispanic / Latino"
35.0,Nogales,Santa Cruz,Arizona,Male,Hispanic / Latino
35.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
16.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
40.0,Anchorage,Anchorage,Alaska,Male,Uncertain
20.0,York,York,New York,Male,White / Caucasian
28.0,Queens,Queens,New York,Male,Black / African American
28.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
30.0,Bronx,Bronx,New York,Male,Black / African American
27.0,Petaluma,Montezuma,Arizona,Male,White / Caucasian
50.0,Detroit,Wayne,Michigan,Male,Black / African American
30.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
30.0,York,York,New York,Male,"Black / African American, Uncertain"
25.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
50.0,Tampa,Hillsborough,Florida,Male,White / Caucasian
28.0,Vail,Yakima,Arizona,Female,Hispanic / Latino
35.0,Nogales,Santa Cruz,Arizona,Male,Hispanic / Latino
19.0,Scottsdale,Maricopa,Arizona,Male,Uncertain
0.0,Gila Bend,Maricopa,Arizona,Male,White / Caucasian
20.0,Austin,Travis,Texas,Male,Uncertain
29.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
65.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
9.0,Galesburg,Loudoun,Virginia,Female,Uncertain
50.0,Houston,Harris,Texas,Male,White / Caucasian
25.0,Brooklyn,Brookings,New York,Male,Uncertain
45.0,Houston,Harris,Texas,Male,White / Caucasian
77.0,Brookline,Norfolk,Massachusetts,Male,White / Caucasian
70.0,San Angelo,Green,Texas,Male,White / Caucasian
30.0,Queens,Queens,New York,Female,Asian
60.0,Midland,Madison,Mississippi,Male,Black / African American
40.0,Morristown,Shelby,Indiana,Male,Uncertain
35.0,Hot Springs,Riverside,California,Female,"White / Caucasian, Hispanic / Latino"
0.0,Kearney,Hudson,New Jersey,Female,White / Caucasian
35.0,Galveston,Galveston,Texas,Male,White / Caucasian
25.0,Carrollton,Dallas,Texas,Male,White / Caucasian
30.0,San Diego,San Diego,California,Male,"White / Caucasian, Uncertain"
50.0,Brooklyn,Brookings,New York,Male,White / Caucasian
20.0,York,York,New York,Male,Uncertain
25.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
50.0,San Francisco,San Francisco,California,Male,Black / African American
14.0,Costa Mesa,Orange,California,Male,Uncertain
40.0,Warwick,Orange,New York,Male,White / Caucasian
30.0,Bartlesville,Bartow,Georgia,Male,"White / Caucasian, Hispanic / Latino"
30.0,Pasadena,Los Angeles,California,Unsure,Uncertain
24.0,Hoboken,Hudson,New Jersey,Female,White / Caucasian
40.0,Washington,District of Columbia,District of Columbia,Female,White / Caucasian
3.0,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino"
20.0,Atlanta,Fulton,Georgia,Unsure,Uncertain
10.0,Portland,Multnomah,Oregon,Unsure,Uncertain
55.0,Newark,Essex,New Jersey,Male,Black / African American
0.0,West Palm Beach,Palm Beach,Florida,Male,Uncertain
43.0,Los Angeles,Los Angeles,California,Female,White / Caucasian
45.0,Queens,Queens,New York,Male,White / Caucasian
50.0,Baltimore,Baltimore,Maryland,Female,Black / African American
35.0,Woodbridge,Middlesex,New Jersey,Male,White / Caucasian
35.0,Tarpon Springs,Pinellas,Florida,Male,White / Caucasian
50.0,Pasadena,Los Angeles,California,Male,White / Caucasian
65.0,Venice,Los Angeles,California,Male,White / Caucasian
1.0,Los Angeles,Los Angeles,California,Female,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,American Indian / Alaska Native
15.0,Port Washington,Prince George's,Maryland,Male,White / Caucasian
55.0,Summit,McCook,Illinois,Male,White / Caucasian
35.0,Savannah,Chatham,Georgia,Male,"White / Caucasian, Hispanic / Latino"
30.0,Dallas,Dallas,Texas,Male,"White / Caucasian, Hispanic / Latino"
60.0,San Francisco,San Francisco,California,Male,White / Caucasian
1.0,Los Angeles,Los Angeles,California,Female,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Brooklyn,Brookings,New York,Male,Black / African American
45.0,Portland,Multnomah,Oregon,Male,White / Caucasian
40.0,Pensacola,Escambia,Florida,Male,Black / African American
0.0,San Francisco,San Francisco,California,Male,Uncertain
35.0,Brooklyn,Brookings,New York,Male,Uncertain
35.0,Sierra Vista,Cochise,Arizona,Male,Hispanic / Latino
20.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
40.0,Gila Bend,Deschutes,Oregon,Male,White / Caucasian
15.0,Douglas,Cochise,Arizona,Female,Hispanic / Latino
40.0,Miami,Miami-Dade,Florida,Female,"White / Caucasian, Hispanic / Latino, Uncertain"
40.0,Las Vegas,Clark,Nevada,Female,White / Caucasian
30.0,Detroit,Wayne,Michigan,Male,Black / African American
45.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
30.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Arcadia,Los Angeles,California,Male,Uncertain
26.0,Blytheville,Riverside,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Brooklyn,Brookings,New York,Female,Black / African American
54.0,Atlantic City,Atlantic,New Jersey,Female,Black / African American
0.0,Key West,Monroe,Florida,Female,White / Caucasian
40.0,Baltimore,Baltimore,Maryland,Male,Black / African American
25.0,Laurel,Burlington,New Jersey,Female,Uncertain
30.0,Queens,Queens,New York,Male,Asian
40.0,York,York,New York,Male,Black / African American
17.0,Casa Grande,Pinal,Arizona,Male,Hispanic / Latino
35.0,Jacksonville,Duval,Florida,Female,Black / African American
30.0,Miami,Miami-Dade,Florida,Male,"White / Caucasian, Hispanic / Latino"
18.0,Ventura,Ventura,California,Male,Uncertain
18.0,Chicago,McCook,Illinois,Female,Uncertain
22.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
18.0,Roanoke,Roanoke,Virginia,Male,Uncertain
21.0,Albuquerque,Bernalillo,New Mexico,Male,White / Caucasian
45.0,Atlanta,Fulton,Georgia,Male,Black / African American
0.0,Atlanta,Fulton,Georgia,Male,Uncertain
40.0,Boulder City,Clark,Nevada,Male,Uncertain
40.0,Pasadena,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Norfolk,Norfolk,Virginia,Female,"White / Caucasian, Hispanic / Latino"
30.0,Brunswick,Middlesex,New Jersey,Male,Asian
45.0,Maryville,St. John the Baptist,Louisiana,Male,Black / African American
30.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
25.0,Tucson,Yakima,Arizona,Female,Hispanic / Latino
23.0,Chicago,McCook,Illinois,Female,Black / African American
0.0,Atlanta,Fulton,Georgia,Male,Black / African American
25.0,Douglas,Cochise,Arizona,Male,Hispanic / Latino
16.0,Douglas,Cochise,Arizona,Male,Hispanic / Latino
30.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
25.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
35.0,Nashville,Davidson,Tennessee,Male,White / Caucasian
18.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
19.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
35.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
30.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
25.0,Chicago,McCook,Illinois,Male,Black / African American
40.0,Detroit,Wayne,Michigan,Male,Uncertain
32.0,Port Lavaca,Yakima,Arizona,Female,Hispanic / Latino
20.0,El Centro,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Danville,Norfolk,Massachusetts,Female,Uncertain
20.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
30.0,Saugus,Los Angeles,California,Unsure,Uncertain
18.0,York,York,New York,Male,"White / Caucasian, Hispanic / Latino"
26.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
20.0,Queens,Queens,New York,Female,White / Caucasian
44.0,Detroit,Wayne,Michigan,Female,Black / African American
0.0,Brooklyn,Brookings,New York,Female,Black / African American
30.0,Needles,San Bernardino,California,Male,White / Caucasian
21.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
30.0,Miami,Miami-Dade,Florida,Female,White / Caucasian
20.0,Ludlow,San Bernardino,California,Female,"White / Caucasian, Hispanic / Latino"
45.0,Houston,Harris,Texas,Male,White / Caucasian
28.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
35.0,Fort Worth,Tarrant,Texas,Male,"White / Caucasian, Hispanic / Latino"
0.0,Gila Bend,Maricopa,Arizona,Male,Uncertain
20.0,Summit,Riverside,California,Male,"White / Caucasian, Hispanic / Latino"
55.0,York,York,New York,Male,White / Caucasian
65.0,Lawrence,Essex,Massachusetts,Female,White / Caucasian
25.0,Petaluma,Montezuma,Arizona,Male,"White / Caucasian, Hispanic / Latino"
40.0,Belle Glade,Cumberland,North Carolina,Male,Black / African American
25.0,Atlanta,Fulton,Georgia,Male,Black / African American
17.0,Birmingham,Jefferson,Alabama,Male,Uncertain
21.0,West Palm Beach,Palm Beach,Florida,Male,Hispanic / Latino
25.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
40.0,San Francisco,San Francisco,California,Female,White / Caucasian
30.0,Brooklyn,Brookings,New York,Male,White / Caucasian
32.0,Albuquerque,Bernalillo,New Mexico,Male,Uncertain
70.0,Brooklyn,Brookings,New York,Male,White / Caucasian
30.0,York,York,New York,Male,Black / African American
25.0,Phoenix,Maricopa,Arizona,Female,Uncertain
27.0,Chicago,McCook,Illinois,Male,Black / African American
26.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
35.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
25.0,Zanesville,Haywood,North Carolina,Male,White / Caucasian
25.0,Anchorage,Anchorage,Alaska,Male,American Indian / Alaska Native
26.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
20.0,Durant,Bryan,Oklahoma,Male,Hispanic / Latino
20.0,Atlanta,Fulton,Georgia,Female,Black / African American
50.0,Jacksonville,Duval,Florida,Male,"White / Caucasian, Hispanic / Latino"
26.0,Tupelo,Pinal,Arizona,Male,Hispanic / Latino
35.0,York,York,New York,Male,White / Caucasian
0.0,Atlanta,Fulton,Georgia,Male,Black / African American
18.0,Bronx,Bronx,New York,Female,"Hispanic / Latino, Uncertain"
25.0,Detroit,Wayne,Michigan,Male,Black / African American
60.0,Brooklyn,Brookings,New York,Male,Black / African American
28.0,Calexico,Imperial,California,Male,Hispanic / Latino
2.0,San Diego,San Diego,California,Male,Uncertain
50.0,Detroit,Wayne,Michigan,Male,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,Hispanic / Latino
30.0,Brooklyn,Brookings,New York,Male,White / Caucasian
20.0,Naples,Collier,Florida,Female,Uncertain
25.0,Baltimore,Baltimore,Maryland,Male,Black / African American
39.0,Beaverton,Beaver,Utah,Male,Asian
50.0,York,York,New York,Male,Uncertain
45.0,Chicago,McCook,Illinois,Male,Black / African American
40.0,Brooklyn,Brookings,New York,Female,White / Caucasian
26.0,Nogales,Santa Cruz,Arizona,Male,Uncertain
13.0,Parsippany–Troy Hills,Pierce,Washington,Female,Asian
15.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
35.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
18.0,Klamath Falls,Klamath,Oregon,Female,Black / African American
0.0,Atlanta,Fulton,Georgia,Male,White / Caucasian
20.0,Saranac Lake,Yakima,Arizona,Male,Hispanic / Latino
23.0,Plainview,Nassau,New York,Male,"White / Caucasian, Hispanic / Latino"
35.0,Philadelphia,Philadelphia,Pennsylvania,Male,Other
18.0,Calexico,Imperial,California,Male,Hispanic / Latino
35.0,Jacksonville,Duval,Florida,Male,Black / African American
40.0,Rutland,San Bernardino,California,Unsure,Uncertain
30.0,Rutland,San Bernardino,California,Male,Uncertain
50.0,Erie,Dallas,Texas,Male,White / Caucasian
50.0,Newark,Essex,New Jersey,Male,White / Caucasian
40.0,San Gabriel,Los Angeles,California,Male,Hispanic / Latino
50.0,Houston,Harris,Texas,Male,White / Caucasian
20.0,Dallas,Dallas,Texas,Male,White / Caucasian
40.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
30.0,Juneau,Juneau,Alaska,Male,Uncertain
40.0,Chicago,McCook,Illinois,Male,Black / African American
35.0,Atlanta,Fulton,Georgia,Male,Black / African American
50.0,York,York,New York,Male,Black / African American
25.0,Longview,Gregg,Texas,Male,White / Caucasian
20.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
20.0,Irving,Dallas,Texas,Female,Black / African American
40.0,Queens,Queens,New York,Male,Black / African American
35.0,Austin,Travis,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
21.0,Westminster,Oconee,South Carolina,Male,White / Caucasian
35.0,Casa Grande,Pinal,Arizona,Male,Hispanic / Latino
16.0,Costa Mesa,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
0.0,Staunton,Orange,California,Male,Uncertain
45.0,Brooklyn,Brookings,New York,Male,White / Caucasian
23.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
40.0,Juneau,Juneau,Alaska,Male,White / Caucasian
26.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
35.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
25.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
0.0,Mentor,Atlantic,New Jersey,Female,Uncertain
26.0,Nogales,Santa Cruz,Arizona,Female,Hispanic / Latino
25.0,Arizona,Pinal,Arizona,Male,Hispanic / Latino
55.0,Queens,Queens,New York,Male,White / Caucasian
20.0,Miami,Miami-Dade,Florida,Male,Black / African American
55.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
1.0,Los Angeles,Los Angeles,California,Female,Black / African American
50.0,Webster,Worcester,Massachusetts,Male,White / Caucasian
20.0,Baltimore,Baltimore,Maryland,Female,Black / African American
20.0,Arcadia,Los Angeles,California,Unsure,Uncertain
40.0,Portland,Multnomah,Oregon,Male,Uncertain
25.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
20.0,Grand Forks,Grand Forks,North Dakota,Male,"White / Caucasian, Hispanic / Latino"
30.0,Minneapolis,Hennepin,Minnesota,Male,White / Caucasian
40.0,York,York,New York,Male,White / Caucasian
0.0,Staten Island,Richmond,New York,Male,"White / Caucasian, Hispanic / Latino"
20.0,Nashville,Davidson,Tennessee,Male,"White / Caucasian, Hispanic / Latino"
40.0,York,York,New York,Male,Black / African American
20.0,Tempe,Maricopa,Arizona,Male,White / Caucasian
28.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
30.0,Henderson,Clark,Nevada,Male,White / Caucasian
17.0,Gila Bend,Maricopa,Arizona,Male,White / Caucasian
0.0,Brooklyn,Brookings,New York,Female,White / Caucasian
60.0,Scranton,Lackawanna,Pennsylvania,Male,White / Caucasian
25.0,Winchester,Frederick,Virginia,Female,Asian
30.0,San Diego,San Diego,California,Male,White / Caucasian
23.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
0.0,Miami,Miami-Dade,Florida,Male,Uncertain
20.0,Brooklyn,Brookings,New York,Female,Black / African American
34.0,Glendale,Los Angeles,California,Male,White / Caucasian
18.0,Boca Raton,Palm Beach,Florida,Male,Black / African American
40.0,San Francisco,San Francisco,California,Female,White / Caucasian
40.0,South Holland,Brunswick,North Carolina,Male,White / Caucasian
40.0,Houston,Harris,Texas,Male,Black / African American
30.0,Washington,District of Columbia,District of Columbia,Male,Hispanic / Latino
23.0,Petaluma,Montezuma,Arizona,Male,Uncertain
1.0,Los Angeles,Los Angeles,California,Female,Uncertain
54.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
