Age,City,County,State,Sex,Race / Ethnicity
29.0,Orangeburg,Rockland,New York,Male,Black / African American
35.0,Williamstown,Coconino,Arizona,Female,White / Caucasian
55.0,York,York,New York,Male,White / Caucasian
24.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
46.0,Jacksonville,Duval,Florida,Female,White / Caucasian
50.0,Chicago,McCook,Illinois,Male,White / Caucasian
10.0,Baltimore,Baltimore,Maryland,Male,Uncertain
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
43.0,Galveston,Galveston,Texas,Male,White / Caucasian
30.0,Baytown,Blair,Michigan,Female,White / Caucasian
30.0,Myrtle Beach,Horry,South Carolina,Male,"Black / African American, Uncertain"
21.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
20.0,Calexico,Imperial,California,Male,Hispanic / Latino
28.0,Chicago,McCook,Illinois,Male,White / Caucasian
50.0,Henderson,Clark,Nevada,Male,"White / Caucasian, Hispanic / Latino"
20.0,Dallas,Dallas,Texas,Male,White / Caucasian
40.0,Bronx,Bronx,New York,Male,White / Caucasian
32.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
50.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
15.0,Edgartown,Norfolk,Georgia,Female,Hispanic / Latino
35.0,Atlanta,Fulton,Georgia,Female,Black / African American
65.0,Los Angeles,Los Angeles,California,Male,Black / African American
33.0,Casa Grande,Pinal,Arizona,Male,White / Caucasian
20.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
60.0,Alpine,San Diego,California,Male,Hispanic / Latino
39.0,El Dorado,Union,Arkansas,Male,Uncertain
25.0,Vallejo,Solano,California,Male,"White / Caucasian, Hispanic / Latino"
0.0,Sterling,Loudoun,Virginia,Female,"White / Caucasian, Black / African American"
25.0,Brooklyn,Brookings,New York,Male,Asian
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
27.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
19.0,Midland,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
0.0,Gainesville,Alachua,Florida,Female,Black / African American
21.0,Albuquerque,Bernalillo,New Mexico,Male,White / Caucasian
30.0,Pasadena,Harris,Texas,Male,"Hispanic / Latino, Uncertain"
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,York,York,New York,Male,Uncertain
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
35.0,Phoenix,Maricopa,Arizona,Male,Hispanic / Latino
30.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
35.0,Nogales,Santa Cruz,Arizona,Male,Hispanic / Latino
30.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
14.0,Saugus,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,South Charleston,Kanawha,West Virginia,Male,White / Caucasian
22.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
25.0,Niagara Falls,Niagara,New York,Female,Other
8.0,Sun Valley,Los Angeles,California,Male,Uncertain
45.0,Bisbee,Cochise,Arizona,Male,Hispanic / Latino
35.0,Sierra Vista,Cochise,Arizona,Male,Hispanic / Latino
17.0,Queens,Queens,New York,Male,Black / African American
0.0,Irving,Dallas,Texas,Male,Uncertain
25.0,Detroit,Wayne,Michigan,Male,Black / African American
40.0,Hillsboro,Washington,Oregon,Male,Uncertain
28.0,Dallas,Dallas,Texas,Male,Black / African American
29.0,Macon,Bibb,Georgia,Male,Uncertain
0.0,Fairfax,Fairfax,Virginia,Male,Uncertain
18.0,Olympia,Thurston,Washington,Male,White / Caucasian
50.0,Highland Park,Wayne,Michigan,Female,White / Caucasian
23.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
42.0,Newark,Essex,New Jersey,Male,Black / African American
30.0,York,York,New York,Male,"White / Caucasian, Hispanic / Latino"
13.0,Nome,Mahnomen,Alaska,Male,American Indian / Alaska Native
20.0,Nome,Mahnomen,Alaska,Female,American Indian / Alaska Native
35.0,Nome,Mahnomen,Alaska,Male,American Indian / Alaska Native
15.0,Memphis,Shelby,Tennessee,Male,"White / Caucasian, Hispanic / Latino"
27.0,Worcester,Suffolk,Massachusetts,Male,Hispanic / Latino
40.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
20.0,Cincinnati,Hamilton,Ohio,Male,Black / African American
16.0,Baltimore,Baltimore,Maryland,Male,Black / African American
30.0,York,York,New York,Male,White / Caucasian
60.0,Las Vegas,Clark,Nevada,Male,Uncertain
55.0,Newark,Essex,New Jersey,Male,Black / African American
30.0,Cleveland,Cuyahoga,Ohio,Male,White / Caucasian
35.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
35.0,Myrtle Beach,Horry,South Carolina,Male,"Black / African American, Uncertain"
21.0,Fayetteville,Cumberland,North Carolina,Male,White / Caucasian
20.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
16.0,Claremont,McCook,Illinois,Male,Hispanic / Latino
50.0,Cicero,McCook,Illinois,Male,Black / African American
40.0,Atlantic City,Atlantic,New Jersey,Male,White / Caucasian
30.0,Bronx,Bronx,New York,Male,White / Caucasian
45.0,Homestead,Pulaski,Illinois,Male,White / Caucasian
25.0,Pueblo,Sandoval,New Mexico,Male,American Indian / Alaska Native
30.0,Dalton,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
17.0,Alcoa,Blount,Tennessee,Female,Black / African American
0.0,Irving,Dallas,Texas,Unsure,White / Caucasian
20.0,Columbus,Colorado,Texas,Male,Asian
18.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Arcadia,Los Angeles,California,Unsure,Uncertain
30.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
39.0,Atlantic City,Atlantic,New Jersey,Male,Black / African American
36.0,Queens,Yakima,Arizona,Male,Hispanic / Latino
50.0,Tempe,Maricopa,Arizona,Male,White / Caucasian
19.0,Ashland,Accomack,Virginia,Unsure,Uncertain
25.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
13.0,Norfolk,Norfolk,Virginia,Male,"White / Caucasian, Hispanic / Latino, Asian"
18.0,Baltimore,Baltimore,Maryland,Male,Black / African American
20.0,Bisbee,Cochise,Arizona,Male,White / Caucasian
27.0,Jersey City,Hudson,New Jersey,Male,White / Caucasian
60.0,York,York,New York,Male,White / Caucasian
0.0,Santa Clarita,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Arizona,Yakima,Arizona,Female,Hispanic / Latino
30.0,Santa Clarita,Los Angeles,California,Male,Uncertain
18.0,Baltimore,Baltimore,Maryland,Male,Black / African American
18.0,Hyattsville,Prince George's,Maryland,Male,"Hispanic / Latino, Uncertain"
30.0,Brooklyn,Brookings,New York,Male,White / Caucasian
18.0,Salinas,Cochise,Arizona,Male,Hispanic / Latino
18.0,Arkansas City,Jackson,Missouri,Unsure,Uncertain
35.0,Fort Worth,Tarrant,Texas,Male,Uncertain
35.0,Atlantic City,Atlantic,New Jersey,Male,Black / African American
40.0,Las Vegas,Clark,Nevada,Male,Asian
29.0,Lancaster,Dallas,Texas,Male,White / Caucasian
35.0,Darlington,Darlington,Virginia,Male,Black / African American
50.0,York,York,New York,Male,White / Caucasian
55.0,Brooklyn,Brookings,New York,Male,White / Caucasian
20.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
20.0,San Pedro,Yakima,Arizona,Female,Hispanic / Latino
30.0,Brooklyn,Brookings,New York,Male,White / Caucasian
40.0,Bronx,Bronx,New York,Male,Black / African American
25.0,Queens,Yakima,Arizona,Male,Hispanic / Latino
18.0,Greeley,Imperial,California,Female,"White / Caucasian, Hispanic / Latino"
43.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
43.0,Jasper,Pickens,Georgia,Female,Black / African American
35.0,Los Angeles,Los Angeles,California,Female,"White / Caucasian, Hispanic / Latino"
0.0,Saco,McLennan,Texas,Female,White / Caucasian
40.0,Jackson,Hinds,Mississippi,Male,Black / African American
30.0,San Marcos,San Diego,California,Male,Hispanic / Latino
18.0,Queens,Queens,New York,Male,"Black / African American, Hispanic / Latino"
25.0,Memphis,Shelby,Tennessee,Male,White / Caucasian
20.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
18.0,Anchorage,Anchorage,Alaska,Female,Black / African American
36.0,Hollywood,Broward,Florida,Male,"White / Caucasian, Hispanic / Latino"
20.0,Irving,Dallas,Texas,Male,White / Caucasian
19.0,Columbia,Richland,South Carolina,Male,Uncertain
35.0,Queens,Queens,New York,Male,White / Caucasian
55.0,Houston,Harris,Texas,Female,White / Caucasian
25.0,Needles,San Bernardino,California,Male,"White / Caucasian, Hispanic / Latino"
0.0,Calexico,Imperial,California,Female,Uncertain
13.0,Honolulu,Honolulu,Hawaii,Male,"Asian, Uncertain"
45.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
25.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Clayton,Concordia,Louisiana,Male,Black / African American
45.0,Brooklyn,Brookings,New York,Male,White / Caucasian
25.0,Gila Bend,Maricopa,Arizona,Male,White / Caucasian
30.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
16.0,Staunton,Powell,Kentucky,Male,Uncertain
43.0,Los Angeles,Los Angeles,California,Male,Asian
45.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
50.0,Chicago,McCook,Illinois,Male,Black / African American
40.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
45.0,Chicago,McCook,Illinois,Male,Black / African American
20.0,Las Vegas,Clark,Nevada,Female,White / Caucasian
25.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Elmira,San Bernardino,California,Male,Uncertain
40.0,El Centro,Imperial,California,Male,White / Caucasian
18.0,Wisconsin Dells,Yakima,Arizona,Female,Hispanic / Latino
35.0,Houlton,St. Croix,Wisconsin,Female,White / Caucasian
18.0,Palmyra,Ocean,New Jersey,Male,Black / African American
18.0,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino"
55.0,York,York,New York,Male,Black / African American
25.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
25.0,Reno,Kankakee,Illinois,Female,Uncertain
30.0,Tampa,Hillsborough,Florida,Male,White / Caucasian
18.0,Atlanta,Fulton,Georgia,Male,"White / Caucasian, Hispanic / Latino"
20.0,Bronx,Bronx,New York,Male,White / Caucasian
35.0,Nogales,Santa Cruz,Arizona,Female,Hispanic / Latino
35.0,Indianapolis,Marion,Indiana,Female,Black / African American
35.0,Memphis,Shelby,Tennessee,Male,Uncertain
35.0,Tupelo,Pinal,Arizona,Male,White / Caucasian
0.0,Brighton,Broomfield,Colorado,Male,White / Caucasian
18.0,Santa Rosa,Yakima,Arizona,Unsure,Uncertain
18.0,Baltimore,Baltimore,Maryland,Male,Black / African American
15.0,Glendale,San Bernardino,California,Female,Uncertain
20.0,San Bernardino,San Bernardino,California,Unsure,Uncertain
15.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
45.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
55.0,Chicago,McCook,Illinois,Male,White / Caucasian
60.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
25.0,Los Angeles,Los Angeles,California,Male,Black / African American
25.0,Port Huron,Wayne,New York,Female,Uncertain
45.0,Richmond,Richmond,Virginia,Male,Black / African American
15.0,Beverly,Prince George's,Maryland,Male,Black / African American
35.0,Philadelphia,Philadelphia,Pennsylvania,Female,White / Caucasian
30.0,Guntersville,Greene,New York,Female,White / Caucasian
18.0,Little Rock,Pulaski,Arkansas,Female,Black / African American
14.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
40.0,Chicago,McCook,Illinois,Male,White / Caucasian
20.0,Baltimore,Baltimore,Maryland,Female,Black / African American
18.0,Fairmont,Prince George's,Maryland,Male,Black / African American
36.0,Tucson,Yakima,Arizona,Male,Hispanic / Latino
18.0,Cookeville,Montgomery,Maryland,Unsure,Uncertain
40.0,Nashville,Davidson,Tennessee,Male,Uncertain
34.0,Houston,Harris,Texas,Female,Uncertain
40.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
40.0,Fayetteville,Cumberland,North Carolina,Male,White / Caucasian
35.0,Manassas,Prince William,Virginia,Male,"White / Caucasian, Hispanic / Latino"
25.0,Zion,Pinal,Arizona,Male,White / Caucasian
25.0,Deming,Luna,New Mexico,Male,"White / Caucasian, Hispanic / Latino"
50.0,Houston,Harris,Texas,Male,Hispanic / Latino
26.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
17.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
30.0,Chandler,Maricopa,Arizona,Male,White / Caucasian
40.0,Miami,Miami-Dade,Florida,Male,"White / Caucasian, Hispanic / Latino, Other, Uncertain"
35.0,Houston,Harris,Texas,Male,White / Caucasian
55.0,Sacramento,Sacramento,California,Male,White / Caucasian
40.0,Brooklyn,Brookings,New York,Male,White / Caucasian
30.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
30.0,Youngstown,Niagara,New York,Male,White / Caucasian
45.0,Chicago,McCook,Illinois,Male,White / Caucasian
1.0,Carson City,Los Angeles,California,Male,Black / African American
35.0,El Centro,Johnston,Oklahoma,Male,"White / Caucasian, Hispanic / Latino, Asian, American Indian / Alaska Native, Uncertain"
55.0,York,York,New York,Female,Asian
35.0,Madison,Sheridan,Wisconsin,Male,White / Caucasian
23.0,Lancaster,Los Angeles,California,Male,Uncertain
75.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
18.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
35.0,York,York,New York,Male,"White / Caucasian, Hispanic / Latino, Uncertain"
18.0,Portland,Multnomah,Oregon,Male,Uncertain
35.0,Goldsboro,Wayne,North Carolina,Female,Black / African American
30.0,Chicago,McCook,Illinois,Female,Black / African American
30.0,Atlanta,Fulton,Georgia,Unsure,Uncertain
25.0,Dalton,Charles,Missouri,Female,Black / African American
50.0,Garland,Dallas,Texas,Female,Uncertain
30.0,West Point,Harris,Georgia,Male,Black / African American
35.0,Union,Monmouth,New Jersey,Male,White / Caucasian
14.0,Salisbury,Essex,Massachusetts,Unsure,Uncertain
26.0,Port Lavaca,Yakima,Arizona,Male,Hispanic / Latino
40.0,Jackson,Hinds,Mississippi,Male,Black / African American
37.0,Bayonne,Hudson,New Jersey,Male,White / Caucasian
30.0,Honolulu,Honolulu,Hawaii,Male,Uncertain
26.0,Zion,Pinal,Arizona,Male,Hispanic / Latino
25.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
20.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
40.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
15.0,Tempe,Maricopa,Arizona,Female,Hispanic / Latino
50.0,Brooklyn,Brookings,New York,Male,Black / African American
50.0,Las Vegas,Clark,Nevada,Male,"White / Caucasian, Hispanic / Latino"
25.0,Las Vegas,Clark,Nevada,Female,White / Caucasian
19.0,Fort Worth,Tarrant,Texas,Male,"White / Caucasian, Hispanic / Latino"
40.0,Oregon City,Clackamas,Oregon,Male,White / Caucasian
17.0,Miami,Miami-Dade,Florida,Female,White / Caucasian
21.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
34.0,Jonesboro,Clayton,Georgia,Male,Black / African American
18.0,Kaneohe,Honolulu,Hawaii,Male,White / Caucasian
60.0,Chicago,McCook,Illinois,Male,White / Caucasian
20.0,Fort Worth,Tarrant,Texas,Male,Uncertain
15.0,Lowell,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Dallas,Dallas,Texas,Male,Black / African American
30.0,Tallahassee,Treutlen,Florida,Male,White / Caucasian
29.0,Columbia,Monroe,Illinois,Female,Black / African American
40.0,Salinas,Monterey,California,Male,"White / Caucasian, Hispanic / Latino"
0.0,Fort Lauderdale,Broward,Florida,Male,Uncertain
60.0,San Francisco,San Francisco,California,Male,Asian
25.0,Alpine,Bergen,New Jersey,Male,Uncertain
40.0,Atlanta,Fulton,Georgia,Female,Black / African American
40.0,Brooklyn,Brookings,New York,Female,White / Caucasian
23.0,Mamaroneck,Madison,Illinois,Female,Black / African American
40.0,Philadelphia,Philadelphia,Pennsylvania,Male,"Hispanic / Latino, Uncertain"
40.0,Orlando,Orange,Florida,Male,White / Caucasian
30.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Honolulu,Honolulu,Hawaii,Male,Uncertain
35.0,Brooklyn,Brookings,New York,Male,White / Caucasian
0.0,Midland,Midland,Texas,Female,White / Caucasian
20.0,Houston,Harris,Texas,Male,Uncertain
32.0,New Orleans,Orleans,Louisiana,Female,White / Caucasian
40.0,Lima,Los Angeles,California,Male,Hispanic / Latino
0.0,Queens,Queens,New York,Male,Uncertain
25.0,Brooklyn,Brookings,New York,Female,Black / African American
23.0,Milton,Sacramento,California,Male,White / Caucasian
44.0,Fort Worth,Tarrant,Texas,Male,White / Caucasian
18.0,Southampton,Suffolk,New York,Male,Uncertain
61.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
45.0,Brooklyn,Brookings,New York,Male,White / Caucasian
24.0,Detroit,Wayne,Michigan,Male,Black / African American
25.0,Chicago,McCook,Illinois,Female,Black / African American
35.0,Richmond,Richmond,Virginia,Male,Hispanic / Latino
0.0,Hillsboro,Phillips,Texas,Male,Uncertain
18.0,Beverly,Prince George's,Maryland,Male,Black / African American
0.0,Tyler,Smith,Texas,Male,White / Caucasian
0.0,Houston,Harris,Texas,Female,"White / Caucasian, Hispanic / Latino"
55.0,Brooklyn,Brookings,New York,Male,White / Caucasian
30.0,Hopkinsville,Christian,Kentucky,Male,Hispanic / Latino
20.0,Wilmington,New Castle,Delaware,Female,Black / African American
25.0,Petersburg,Petersburg,Virginia,Female,Black / African American
25.0,Baltimore,Baltimore,Maryland,Male,"White / Caucasian, Hispanic / Latino"
40.0,Rockville,Montgomery,Maryland,Male,White / Caucasian
40.0,Sonoma,Sonoma,California,Male,White / Caucasian
18.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
30.0,Dallas,Dallas,Texas,Male,Uncertain
40.0,Baltimore,Baltimore,Maryland,Male,Black / African American
50.0,Albuquerque,Bernalillo,New Mexico,Male,White / Caucasian
35.0,Chicago,McCook,Illinois,Male,White / Caucasian
35.0,Brooklyn,Brookings,New York,Female,Black / African American
50.0,Pasadena,Los Angeles,California,Male,White / Caucasian
35.0,Nashville,Davidson,Tennessee,Male,"White / Caucasian, Hispanic / Latino, American Indian / Alaska Native"
29.0,Susanville,Dallas,Texas,Male,Hispanic / Latino
20.0,Susanville,Dallas,Texas,Male,Uncertain
45.0,Chicago,McCook,Illinois,Male,Uncertain
20.0,Scranton,Stark,Ohio,Male,Black / African American
19.0,Anderson,Anderson,South Carolina,Male,Black / African American
52.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
55.0,York,York,New York,Male,White / Caucasian
60.0,Trenton,Mercer,New Jersey,Male,White / Caucasian
55.0,York,York,New York,Male,White / Caucasian
25.0,Washington,District of Columbia,District of Columbia,Female,White / Caucasian
25.0,York,York,New York,Male,"Hispanic / Latino, American Indian / Alaska Native"
20.0,Nogales,Santa Cruz,Arizona,Male,Hispanic / Latino
25.0,Bronx,Bronx,New York,Male,Hispanic / Latino
30.0,Queens,Queens,New York,Male,White / Caucasian
0.0,Texarkana,Bowie,Texas,Female,White / Caucasian
20.0,Brooklyn,Brookings,New York,Male,Uncertain
60.0,York,York,New York,Male,Black / African American
35.0,Houston,Harris,Texas,Male,Uncertain
45.0,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino"
25.0,Sand Springs,Fulton,Georgia,Male,White / Caucasian
17.0,Palmer,Wells,Texas,Female,Uncertain
30.0,Los Angeles,Los Angeles,California,Male,Uncertain
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
